Clusterid,RA,Dec,S_RF,S_colour,Sep_max,Sep_min,Sep_mean,Grade,Grade_by_LR,NUM_OF_IMG,in_GLQ,in_D22,Grade_by_D22,q,phi,rein,NOTE
2451,237.9578991,83.54718997,0.99,0.68,0.544881751,0.544881751,0.544881751,A,C,2,FALSE,TRUE,C,,,,
10178,118.8181055,65.10363995,0.96,0.74,3.561590931,3.561590931,3.561590931,C,A,2,FALSE,FALSE,,,,,
10780,185.1789793,17.0561759,0.95,0.55,2.775792567,2.775792567,2.775792567,C,A,2,FALSE,FALSE,,,,,
11135,341.7934159,-53.6483151,0.96,0.87,1.620296046,1.620296046,1.620296046,B,A,2,FALSE,TRUE,B,,,,
21027,131.2817927,82.86005545,0.9,0.52,1.342122166,1.342122166,1.342122166,C,C,2,FALSE,FALSE,,,,,
22650,146.5225392,81.38909234,0.91,0.79,1.282247837,1.282247837,1.282247837,A,C,2,FALSE,FALSE,,,,,
25056,242.572744,79.9549154,0.98,0.74,0.706551924,0.706551924,0.706551924,A,C,2,FALSE,FALSE,,,,,
26029,204.0230547,79.45214333,0.97,0.69,1.573260721,1.573260721,1.573260721,A,C,2,FALSE,FALSE,,,,,
26330,270.3345337,79.3381511,0.98,0.76,1.764133611,1.764133611,1.764133611,B,A,2,FALSE,FALSE,,,,,
27003,178.0404126,78.92358325,0.89,0.89,1.60759453,1.60759453,1.60759453,C,C,2,FALSE,FALSE,,,,,
28723,126.8468355,78.07857884,0.85,0.81,2.361533688,2.361533688,2.361533688,C,B,2,FALSE,FALSE,,,,,
100255,134.1602775,83.87251204,0.91,0.86,1.324833899,1.324833899,1.324833899,C,C,2,FALSE,FALSE,,,,,
102268,264.7046908,54.18206488,0.98,0.72,4.170155665,4.170155665,4.170155665,B,B,2,FALSE,FALSE,,,,,obvious lens
102763,126.4003336,54.07736921,0.98,0.8,2.699214909,2.699214909,2.699214909,C,B,2,FALSE,FALSE,,,,,
102991,239.8929187,54.03004687,0.91,0.94,4.496643997,4.496643997,4.496643997,C,C,2,FALSE,FALSE,,,,,obvious lens
103826,181.2110956,44.47637909,0.97,0.61,3.08643693,3.08643693,3.08643693,A,B,2,FALSE,TRUE,B,,,,
107815,152.6325921,16.92176765,0.9,0.85,4.623521374,4.623521374,4.623521374,C,C,2,FALSE,FALSE,,,,,obvious lens
107884,221.4884557,16.91241566,0.97,0.88,2.505973564,2.505973564,2.505973564,B,A,2,FALSE,FALSE,,,,,
108188,220.8574477,9.498949756,0.85,0.79,2.456365582,2.456365582,2.456365582,C,C,2,FALSE,FALSE,,,,,
110720,55.79800757,-28.47803087,0.97,0.72,4.607801154,2.19311102,3.400456087,A,A,3,FALSE,FALSE,,,,,
114472,312.1679877,2.06161015,0.94,0.59,2.719867855,2.719867855,2.719867855,A,B,2,FALSE,FALSE,,,,,
212665,120.4239337,76.30782187,0.96,0.53,2.065129184,2.065129184,2.065129184,B,A,2,FALSE,FALSE,,,,,
214395,166.0995169,75.58437869,0.88,0.69,5.407582916,5.407582916,5.407582916,C,C,2,FALSE,FALSE,,,,,obvious lens
214506,108.6166406,75.49753772,0.96,0.77,2.814684403,2.814684403,2.814684403,B,A,2,FALSE,FALSE,,,,,
214612,280.1473723,75.42012608,0.97,0.66,2.173172556,2.173172556,2.173172556,B,B,2,FALSE,FALSE,,,,,
215230,256.0375316,75.1767303,0.98,0.7,1.775207109,1.775207109,1.775207109,A,A,2,FALSE,FALSE,,,,,
215236,183.1185416,75.17213487,0.97,0.74,2.414662867,2.414662867,2.414662867,B,A,2,FALSE,FALSE,,,,,
215516,204.9249436,75.11249848,0.97,0.88,0.566827171,0.566827171,0.566827171,B,C,2,FALSE,FALSE,,,,,
216200,165.0636642,74.77694808,0.88,0.77,1.296033317,1.296033317,1.296033317,C,C,2,FALSE,FALSE,,,,,
217318,113.5519827,74.32537951,0.89,0.92,2.012760034,2.012760034,2.012760034,C,C,2,FALSE,FALSE,,,,,
217439,275.4803618,74.25048492,0.89,0.73,1.621005069,1.621005069,1.621005069,B,A,2,FALSE,FALSE,,,,,
217484,268.5414074,74.2126593,0.9,0.54,1.974051439,1.974051439,1.974051439,C,C,2,FALSE,FALSE,,,,,
217486,106.2978334,74.21124516,0.96,0.74,2.061523667,2.061523667,2.061523667,B,C,2,FALSE,FALSE,,,,,
218157,268.2100974,73.92359026,0.98,0.67,2.440556979,2.440556979,2.440556979,B,A,2,FALSE,TRUE,C,,,,
218465,121.1909783,73.87009708,0.95,0.5,0.79805689,0.062791843,0.48396849,B,C,4,FALSE,FALSE,,,,,4?
219155,268.4845737,73.56468033,0.98,0.58,1.938960677,1.938960677,1.938960677,A,C,2,FALSE,TRUE,A,,,,
219317,207.9215378,73.43236124,0.98,0.52,2.695680004,2.695680004,2.695680004,C,C,2,FALSE,FALSE,,,,,
219322,251.8974332,73.4300596,0.88,0.77,3.029393191,3.029393191,3.029393191,C,C,2,FALSE,FALSE,,,,,
219361,229.2481032,73.40419183,0.98,0.6,2.675783108,2.675783108,2.675783108,B,C,2,FALSE,FALSE,,,,,
219665,246.5872045,73.37263245,0.98,0.83,1.504098076,1.504098076,1.504098076,C,C,2,FALSE,FALSE,,,,,
219986,179.3970686,73.17709715,0.99,0.88,1.643283835,1.643283835,1.643283835,A,C,2,FALSE,FALSE,,,,,
220548,190.047903,72.99691639,0.95,0.58,2.568241845,2.568241845,2.568241845,B,C,2,FALSE,FALSE,,,,,
221046,210.4060786,72.83658688,0.97,0.75,1.954528411,1.954528411,1.954528411,A,A,2,FALSE,TRUE,C,,,,
221126,272.0421493,72.78583569,0.98,0.79,2.270273334,2.270273334,2.270273334,C,B,2,FALSE,FALSE,,,,,
221330,264.124451,72.65262972,0.98,0.62,2.332742913,2.332742913,2.332742913,A,A,2,FALSE,FALSE,,,,,
222395,277.2796195,72.25138905,0.94,0.85,2.147727906,2.147727906,2.147727906,C,B,2,FALSE,FALSE,,,,,
225028,269.8290201,71.37118985,0.94,0.81,0.986610157,0.986610157,0.986610157,A,C,2,FALSE,TRUE,C,,,,
228029,187.7415462,70.33096975,0.95,0.93,2.221686026,2.221686026,2.221686026,B,B,2,FALSE,FALSE,,,,,
229045,167.9841939,69.93919801,0.92,0.92,3.07470781,3.07470781,3.07470781,B,C,2,FALSE,FALSE,,,,,
229113,271.8539393,69.90281412,0.97,0.83,2.124565709,2.124565709,2.124565709,C,B,2,FALSE,FALSE,,,,,
229836,264.3631059,69.6770463,0.95,0.59,2.069343438,2.069343438,2.069343438,C,C,2,FALSE,FALSE,,,,,
231965,251.823319,69.0928038,0.88,0.65,2.214011847,2.214011847,2.214011847,B,C,2,FALSE,FALSE,,,,,
232941,290.8972791,68.82157728,0.86,0.55,1.065200359,1.065200359,1.065200359,A,C,2,FALSE,FALSE,,,,,
232957,113.5140078,68.81113079,0.98,0.83,3.296520286,3.296520286,3.296520286,C,C,2,FALSE,FALSE,,,,,obvious lens
233162,286.0492681,68.71608481,0.9,0.58,2.098964639,2.098964639,2.098964639,B,A,2,FALSE,FALSE,,,,,
235032,269.9853424,68.15613095,0.94,0.62,2.107510893,2.107510893,2.107510893,B,C,2,FALSE,TRUE,C,,,,
235130,174.5376839,68.12714925,0.97,0.71,2.628583519,2.628583519,2.628583519,A,C,2,FALSE,FALSE,,,,,
235409,102.3631125,68.11894562,0.93,0.53,0.867872782,0.867872782,0.867872782,B,C,2,FALSE,FALSE,,,,,
238928,151.2548732,67.0510301,0.85,0.6,2.428130212,2.428130212,2.428130212,C,B,2,FALSE,FALSE,,,,,
241861,194.852167,66.13586434,0.98,0.79,1.648726869,1.648726869,1.648726869,A,A,2,FALSE,FALSE,,,,,
244378,213.0184064,65.48142318,0.87,0.79,3.87400964,3.87400964,3.87400964,C,C,2,FALSE,FALSE,,,,,obvious lens
247213,102.9305141,64.66560645,0.96,0.7,1.926793426,1.926793426,1.926793426,A,A,2,FALSE,FALSE,,,,,
249116,104.07247,64.15257814,0.94,0.87,1.377380089,1.377380089,1.377380089,A,C,2,FALSE,TRUE,A,,,,
250835,119.9694414,63.77049025,0.91,0.57,2.630168636,2.630168636,2.630168636,A,B,2,FALSE,FALSE,,,,,
254021,229.6277263,62.88101884,0.96,0.86,0.770718008,0.770718008,0.770718008,B,C,2,FALSE,FALSE,,,,,
256931,120.0036954,62.21928611,0.94,0.8,1.15353254,1.15353254,1.15353254,A,C,2,FALSE,TRUE,A,,,,
262958,184.2822844,60.81395046,0.98,0.62,1.139335076,1.139335076,1.139335076,A,C,2,FALSE,FALSE,,,,,
264425,296.340275,60.4176376,0.87,0.72,0.814364062,0.814364062,0.814364062,B,C,2,FALSE,FALSE,,,,,
266167,275.3760593,60.09073559,0.93,0.82,1.513311576,1.513311576,1.513311576,A,B,2,FALSE,TRUE,B,,,,
266357,243.2914939,60.01422624,0.96,0.73,1.606193852,1.606193852,1.606193852,A,B,2,FALSE,FALSE,,,,,
271091,269.3616674,58.91336455,0.87,0.87,6.498061494,6.498061494,6.498061494,C,C,2,FALSE,FALSE,,,,,obvious lens
271913,194.0746356,58.7638825,0.98,0.62,1.313473511,1.313473511,1.313473511,A,C,2,FALSE,FALSE,,,,,
272753,144.3831727,58.59059683,0.97,0.81,1.437034629,1.437034629,1.437034629,B,C,2,FALSE,TRUE,A,,,,
285906,167.8616816,55.65385425,0.94,0.75,1.951773194,1.951773194,1.951773194,B,C,2,FALSE,FALSE,,,,,
1003058,218.3948149,81.09223822,0.97,0.59,4.614074607,4.614074607,4.614074607,B,C,2,FALSE,FALSE,,,,,obvious lens
1006023,239.1578029,79.42708867,0.99,0.84,0.927393314,0.927393314,0.927393314,A,C,2,FALSE,TRUE,A,,,,
1006733,115.6437079,79.05241005,0.94,0.77,1.192433448,1.192433448,1.192433448,C,C,2,FALSE,FALSE,,,,,
1008352,258.0268016,78.23837529,0.97,0.75,1.274563304,1.274563304,1.274563304,C,C,2,FALSE,FALSE,,,,,
1008539,134.060743,78.14216585,0.85,0.55,1.2811286,1.2811286,1.2811286,C,C,2,FALSE,FALSE,,,,,4?
1011011,270.6127403,64.84533529,0.91,0.82,5.91210284,5.91210284,5.91210284,C,C,2,FALSE,FALSE,,,,,obvious lens
1014136,171.4818674,64.00611483,0.86,0.68,3.441380067,3.441380067,3.441380067,C,C,2,FALSE,FALSE,,,,,obvious lens
1018981,114.7395778,62.69919888,0.87,0.79,2.352084543,2.352084543,2.352084543,C,C,2,FALSE,FALSE,,,,,
1021236,214.2498342,53.96853175,0.91,0.68,3.449480661,3.449480661,3.449480661,A,C,2,FALSE,FALSE,,,,,visible lens
1021967,278.1233943,53.82038732,0.94,0.82,3.033912677,3.033912677,3.033912677,A,B,2,FALSE,FALSE,,,,,
1025630,137.6477871,53.05832297,0.89,0.93,1.891393096,1.891393096,1.891393096,B,C,2,FALSE,FALSE,,,,,4?
1025799,291.7825072,53.018569,0.9,0.72,1.530195487,1.530195487,1.530195487,C,C,2,FALSE,FALSE,,,,,
1027070,173.5183285,52.75179847,0.97,0.88,2.157137363,2.157137363,2.157137363,B,C,2,FALSE,FALSE,,,,,
1028529,95.47834202,52.46104102,0.93,0.92,1.929726749,1.929726749,1.929726749,A,B,2,FALSE,TRUE,A,,,,
1033171,116.7211893,44.06422023,0.98,0.93,0.540530466,0.540529959,0.540530212,A,A,2,TRUE,FALSE,,,,,
1036560,254.3021804,43.48647051,0.93,0.83,3.095306975,3.095306975,3.095306975,B,C,2,FALSE,FALSE,,,,,4? & obvious lens
1037761,98.0752143,43.27495185,0.97,0.57,2.173216096,2.173216096,2.173216096,B,A,2,FALSE,FALSE,,,,,
1038265,104.2722823,43.1839754,0.97,0.63,5.365814254,5.365814254,5.365814254,C,B,2,FALSE,FALSE,,,,,obvious lens
1041242,247.7621043,36.05225315,0.92,0.67,2.089314768,2.089314768,2.089314768,B,A,2,FALSE,FALSE,,,,,
1042347,121.2732318,35.84708765,0.95,0.68,1.131271962,1.131271962,1.131271962,A,B,2,FALSE,TRUE,A,,,,
1042422,124.6765314,35.83388605,0.95,0.92,2.530746392,2.530746392,2.530746392,C,A,2,FALSE,TRUE,B,,,,
1043970,203.0016791,35.56026562,0.97,0.82,0.657069612,0.657069612,0.657069612,C,C,2,FALSE,TRUE,B,,,,
1043990,136.7641204,35.5553738,0.87,0.62,14.71211985,11.34895939,13.03053962,C,C,3,FALSE,FALSE,,,,,group-scale
1051001,112.294906,31.8409103,0.87,0.7,2.129261433,2.129261433,2.129261433,C,B,2,FALSE,FALSE,,,,,
1051961,275.1365099,31.69670553,0.95,0.69,2.354252526,2.354252526,2.354252526,A,B,2,FALSE,TRUE,C,,,,
1056213,274.4465421,31.05225036,0.86,0.75,5.126291999,5.126291999,5.126291999,C,B,2,FALSE,FALSE,,,,,obvious lens
1057547,245.7177208,30.84416075,0.88,0.73,2.106690415,2.106690415,2.106690415,A,A,2,FALSE,FALSE,,,,,
1062009,210.9295442,24.35320191,0.98,0.78,3.764606146,3.764606146,3.764606146,C,A,2,FALSE,FALSE,,,,,obvious lens
1068058,213.6078891,23.32844518,0.92,0.65,2.420130911,2.420130911,2.420130911,C,C,2,FALSE,FALSE,,,,,
1069849,12.09551379,23.01606838,0.86,0.9,2.930105003,2.930105003,2.930105003,C,C,2,FALSE,FALSE,,,,,
1071234,261.5550113,16.86582073,0.92,0.86,2.125620782,2.125620782,2.125620782,C,A,2,FALSE,FALSE,,,,,
1072087,200.2488913,16.73489924,0.98,0.83,4.287212119,4.287203879,4.287207999,A,B,2,TRUE,FALSE,,,,,
1072118,9.753720402,16.72946225,0.94,0.68,0.896728567,0.896728567,0.896728567,B,B,2,FALSE,FALSE,,,,,
1079793,357.0421006,15.50582533,0.97,0.9,1.142465944,1.142465944,1.142465944,C,C,2,FALSE,TRUE,A,,,,
1086505,187.7461131,8.479096324,0.97,0.72,1.671495161,1.671495161,1.671495161,C,A,2,FALSE,TRUE,B,,,,
1086626,232.220648,8.463187436,0.96,0.76,1.696167662,1.696167662,1.696167662,C,B,2,FALSE,FALSE,,,,,
1087202,179.1929634,8.3711754,0.9,0.67,2.506168359,2.506168359,2.506168359,B,A,2,FALSE,FALSE,,,,,
1087455,331.5018117,8.3290064,0.95,0.67,2.468683832,2.468683832,2.468683832,C,C,2,FALSE,FALSE,,,,,
1088725,250.0430173,8.130038403,0.96,0.62,4.566945728,4.566945728,4.566945728,C,C,2,FALSE,FALSE,,,,,obvious lens
1091729,62.65203845,-6.2136536,0.85,0.51,1.305879846,1.305879846,1.305879846,C,C,2,FALSE,FALSE,,,,,
1093781,61.3330493,-6.62361245,0.92,0.79,2.573644194,2.573644194,2.573644194,C,A,2,FALSE,FALSE,,,,,
1094314,131.2394003,-6.73899285,0.97,0.64,1.769564318,1.769564318,1.769564318,A,C,2,FALSE,FALSE,,,,,
1094693,64.57449785,-6.81723235,0.87,0.63,2.678798319,2.678798319,2.678798319,C,C,2,FALSE,FALSE,,,,,
1094917,139.8113806,-6.860884318,0.96,0.72,1.266014339,1.266014339,1.266014339,C,C,2,FALSE,FALSE,,,,,
1098534,154.4179502,-7.5991048,0.95,0.63,1.927532521,1.927532521,1.927532521,C,C,2,FALSE,FALSE,,,,,
1099205,43.04776514,-7.729205898,0.87,0.77,1.854511108,1.854511108,1.854511108,C,C,2,FALSE,FALSE,,,,,
1103507,62.12001012,-30.95983156,0.93,0.78,1.928716618,1.928716618,1.928716618,C,C,2,FALSE,FALSE,,,,,
1104692,29.014158,-32.06441195,0.95,0.51,4.560447529,4.560447529,4.560447529,C,A,2,FALSE,FALSE,,,,,visible lens
1106990,40.43408772,-34.02817538,0.96,0.67,5.892952447,5.892952447,5.892952447,C,C,2,FALSE,FALSE,,,,,obvious lens
1107211,27.01121425,-34.22490224,0.96,0.5,3.179940791,3.179940791,3.179940791,C,A,2,FALSE,FALSE,,,,,
1107805,13.01943737,-34.69746797,0.97,0.74,1.37417499,1.37417499,1.37417499,C,C,2,FALSE,FALSE,,,,,
1109151,86.50912907,-35.74242723,0.93,0.84,1.710413136,1.710413136,1.710413136,B,A,2,FALSE,TRUE,B,,,,
1111264,93.36875764,-54.32407241,0.98,0.89,1.927413616,1.927413616,1.927413616,A,A,2,FALSE,TRUE,A,,,,
1113665,352.2608151,-55.57718245,0.96,0.81,2.171271782,2.171271782,2.171271782,C,B,2,FALSE,FALSE,,,,,
1113672,316.5268987,-55.58083534,0.94,0.75,1.861459735,1.861459735,1.861459735,C,B,2,FALSE,FALSE,,,,,
1113747,300.1156508,-55.61363437,0.86,0.87,2.215364753,2.215364753,2.215364753,C,A,2,FALSE,FALSE,,,,,
1114406,89.29501845,-55.96891605,0.91,0.73,1.638232782,1.638232782,1.638232782,C,C,2,FALSE,FALSE,,,,,
1114674,64.17821744,-56.10731083,0.98,0.78,1.036475786,1.036475786,1.036475786,A,C,2,FALSE,TRUE,B,,,,
1114846,50.26612649,-56.19472179,0.95,0.59,2.188214686,2.188214686,2.188214686,B,A,2,FALSE,FALSE,,,,,
1115369,352.294204,-56.50577513,0.98,0.5,2.599549583,2.599549583,2.599549583,C,A,2,FALSE,FALSE,,,,,
1115382,331.1235701,-56.50914468,0.98,0.65,2.217155671,2.217155671,2.217155671,C,B,2,FALSE,FALSE,,,,,
1115651,308.2186659,-56.65284019,0.97,0.55,5.469012295,5.469012295,5.469012295,C,C,2,FALSE,FALSE,,,,,obvious lens
1115672,59.31753982,-56.66248444,0.97,0.88,2.710388311,2.710388311,2.710388311,C,A,2,FALSE,FALSE,,,,,
1116804,328.0888318,-57.1994459,0.91,0.76,2.164132805,2.164132805,2.164132805,C,C,2,FALSE,FALSE,,,,,
1117030,93.95320974,-57.31682085,0.92,0.79,2.121131514,2.121131514,2.121131514,C,A,2,FALSE,FALSE,,,,,
1118432,14.30139361,-58.04184897,0.97,0.74,4.728029169,4.728029169,4.728029169,C,C,2,FALSE,FALSE,,,,,visible lens
1119104,38.15776732,-58.35718393,0.97,0.74,0.667046903,0.667046903,0.667046903,A,B,2,FALSE,TRUE,A,,,,
1119127,79.65201668,-58.36294532,0.98,0.89,1.662492185,1.662492185,1.662492185,C,C,2,FALSE,FALSE,,,,,
1127882,39.12244999,-62.78740391,0.98,0.81,1.115240846,1.115240846,1.115240846,C,C,2,FALSE,FALSE,,,,,
1128343,74.80803435,-62.8032713,0.94,0.56,2.563510346,2.563510346,2.563510346,C,C,2,FALSE,FALSE,,,,,
1139679,69.02637125,-64.30945475,0.9,0.75,3.197204399,3.197204399,3.197204399,B,A,2,FALSE,FALSE,,,,,
1141884,194.9519218,1.869779763,0.86,0.68,2.193802847,2.193802847,2.193802847,B,C,2,FALSE,FALSE,,,,,
1143328,19.0169081,1.6347439,0.97,0.54,2.968752698,2.968752698,2.968752698,C,C,2,FALSE,FALSE,,,,,4?
1144499,255.3144698,1.459949702,0.86,0.6,1.973620276,1.973620276,1.973620276,C,C,2,FALSE,FALSE,,,,,
1147980,354.3070107,0.936494071,0.96,0.91,1.328752778,1.328752778,1.328752778,A,A,2,FALSE,TRUE,A,,,,
1148824,65.715329,0.7970405,0.97,0.76,4.783236115,4.783236115,4.783236115,B,A,2,FALSE,TRUE,B,,,,obvious lens
2106768,159.8415441,51.4360319,0.94,0.84,1.68751625,1.68751625,1.68751625,A,B,2,FALSE,TRUE,B,,,,
2106835,290.1593914,51.41949397,0.97,0.61,1.752423358,1.752423358,1.752423358,A,A,2,FALSE,FALSE,,,,,
2107953,108.1479012,51.23811905,0.86,0.52,1.386887807,1.386887807,1.386887807,B,C,2,FALSE,FALSE,,,,,
2111676,191.5570117,50.51361113,0.98,0.9,2.423021031,2.423021031,2.423021031,A,A,2,FALSE,TRUE,C,,,,
2113076,280.7495742,50.20985752,0.88,0.85,1.62764943,1.62764943,1.62764943,B,A,2,FALSE,FALSE,,,,,
2114475,124.01389,49.9103688,0.97,0.65,0.974007792,0.974007792,0.974007792,B,C,2,FALSE,FALSE,,,,,
2114778,199.3884241,49.87557242,0.97,0.69,2.37348503,2.37348503,2.37348503,C,B,2,FALSE,FALSE,,,,,
2118342,144.2486824,49.20084543,0.96,0.54,1.902071066,1.902071066,1.902071066,B,C,2,FALSE,TRUE,C,,,,
2120517,287.1628816,48.82364462,0.97,0.73,1.107041266,1.107041266,1.107041266,A,C,2,FALSE,TRUE,A,,,,
2121855,186.3277798,48.52127159,0.99,0.9,0.901678662,0.901678662,0.901678662,A,C,2,FALSE,TRUE,A,,,,
2122229,282.7464917,48.39889829,0.96,0.71,2.259892719,2.259892719,2.259892719,C,B,2,FALSE,FALSE,,,,,
2123267,109.2628601,48.21018795,0.96,0.74,0.707575516,0.707575516,0.707575516,B,C,2,FALSE,FALSE,,,,,
2123292,99.09296229,48.19960904,0.86,0.87,0.845661169,0.845661169,0.845661169,C,C,2,FALSE,FALSE,,,,,
2123356,115.3158989,48.17818178,0.97,0.78,2.130880856,2.130880856,2.130880856,B,B,2,FALSE,FALSE,,,,,
2124064,165.1537432,48.08969641,0.85,0.76,2.421197357,2.421197357,2.421197357,B,A,2,FALSE,FALSE,,,,,
2125761,110.9364388,47.652829,0.96,0.52,1.584593352,1.584593352,1.584593352,A,C,2,FALSE,TRUE,C,,,,
2127096,213.4624398,47.3782481,0.94,0.56,1.210407952,1.210407952,1.210407952,B,C,2,FALSE,FALSE,,,,,
2128294,193.706955,47.14164309,0.85,0.81,2.023464519,2.023464519,2.023464519,A,B,2,FALSE,FALSE,,,,,
2130671,196.9118979,46.67661414,0.91,0.84,2.509482605,2.509482605,2.509482605,B,C,2,FALSE,FALSE,,,,,
2132954,142.587839,46.23972721,0.98,0.96,1.835719961,1.835719961,1.835719961,A,C,2,FALSE,TRUE,A,,,,
2135717,283.5271507,45.7013381,0.86,0.59,1.708099979,1.708099979,1.708099979,B,C,2,FALSE,FALSE,,,,,
2135813,147.8816925,45.6690034,0.95,0.55,0.869240585,0.869240585,0.869240585,B,C,2,FALSE,FALSE,,,,,
2140721,150.6228356,44.82853835,0.99,0.91,0.728973264,0.728973264,0.728973264,A,C,2,FALSE,TRUE,A,,,,
2140865,189.7640517,44.78361649,0.98,0.82,1.774635085,1.774635085,1.774635085,A,A,2,FALSE,FALSE,,,,,
2143726,104.5473205,44.26505238,0.9,0.62,2.584572199,2.584572199,2.584572199,B,B,2,FALSE,FALSE,,,,,
2144867,151.722864,44.10113921,0.94,0.81,1.619899915,1.619899915,1.619899915,C,A,2,FALSE,TRUE,B,,,,
2146213,153.0242791,43.85015596,0.93,0.89,1.038243205,1.038243205,1.038243205,A,C,2,FALSE,TRUE,A,,,,
2146885,259.7243428,43.65232588,0.94,0.84,2.328513999,2.328513999,2.328513999,B,A,2,FALSE,FALSE,,,,,
2146908,281.3940523,43.64608679,0.94,0.83,1.979871414,1.979871414,1.979871414,A,B,2,FALSE,FALSE,,,,,
2148118,147.6317953,43.48560475,0.98,0.91,0.853077116,0.853077116,0.853077116,A,C,2,FALSE,FALSE,,,,,4?
2149205,160.8539253,43.34699652,0.94,0.67,1.650958202,1.650958202,1.650958202,B,A,2,FALSE,TRUE,B,,,,
2149836,246.2582391,43.1587897,0.97,0.67,0.571660808,0.571660808,0.571660808,A,C,2,FALSE,FALSE,,,,,
2153835,123.0098219,42.45822337,0.97,0.77,1.228006884,1.228006884,1.228006884,C,C,2,FALSE,FALSE,,,,,
2153837,174.0862636,42.45818563,0.98,0.76,2.133807427,2.133807427,2.133807427,B,C,2,FALSE,TRUE,C,,,,
2155883,271.9415691,42.12287155,0.97,0.7,1.663626569,1.663626569,1.663626569,B,B,2,FALSE,FALSE,,,,,
2156360,163.9950762,41.98344986,0.98,0.74,2.487529363,2.487529363,2.487529363,B,C,2,FALSE,FALSE,,,,,
2157572,223.702363,41.77706155,0.96,0.71,1.414367425,1.414367425,1.414367425,A,C,2,FALSE,TRUE,B,,,,
2157715,174.9464938,41.73102064,0.97,0.85,2.40347198,2.40347198,2.40347198,A,A,2,FALSE,TRUE,C,,,,
2158331,172.7931261,41.62478508,0.94,0.87,2.672095912,2.672095912,2.672095912,B,A,2,FALSE,FALSE,,,,,
2161714,162.4351515,40.9850433,0.85,0.73,1.954701739,1.954701739,1.954701739,B,B,2,FALSE,FALSE,,,,,
2165764,130.5153552,40.30908135,0.94,0.73,2.595092378,2.154280301,2.37468634,B,C,3,FALSE,FALSE,,,,,4?
2166003,180.1952697,40.23325329,0.91,0.56,2.050810723,2.050810723,2.050810723,B,C,2,FALSE,FALSE,,,,,4?
2167444,146.5528119,39.98042825,0.89,0.53,0.761365632,0.761365632,0.761365632,A,C,2,FALSE,FALSE,,,,,
2168587,264.9154615,39.78544079,0.95,0.71,2.43518482,2.43518482,2.43518482,A,B,2,FALSE,TRUE,C,,,,
2170030,271.6789333,39.53134103,0.91,0.62,1.782361774,1.782361774,1.782361774,C,B,2,FALSE,FALSE,,,,,
2173131,274.3423653,38.98276268,0.96,0.73,2.406248267,2.406248267,2.406248267,C,C,2,FALSE,FALSE,,,,,
2173588,116.063589,38.87695861,0.96,0.81,2.405177193,2.405177193,2.405177193,A,C,2,FALSE,FALSE,,,,,
